Stream,Activity,Interest1,Interest2,Skill1,Skill2,Subject1,Subject2,Numerical,Logical,English,Personality,PreferredEnv,StudyStyle,Career
Commerce,Care,Exploring,Reading,Problem Solving,Teamwork,Physics,Chemistry,76.69,7,4,42,Outdoor,Hands-On,Accountant
Commerce,Care,Programming,Public Speaking,Observation,Creativity,Business Studies,Mathematics,74.01,7,8,36,Structured,Hands-On,Accountant
Commerce,Care,Designing,Drawing,Python,Python,Biology,Political Science,84.53,7,5,36,Structured,Listening,Accountant
Commerce,Care,Drawing,Reading,Teamwork,Observation,Mathematics,Economics,63.56,7,6,33,Outdoor,Visual,Accountant
Commerce,Care,Public Speaking,Designing,Problem Solving,Empathy,Chemistry,History,73.71,3,5,35,Structured,Listening,Accountant
Commerce,Care,Reading,Exploring,Teamwork,Observation,Chemistry,History,76.6,4,9,30,Solo,Visual,Accountant
Commerce,Care,Designing,Designing,Python,Python,Chemistry,Psychology,84.69,7,5,43,Outdoor,Reading,Accountant
Commerce,Care,Exploring,Writing,Observation,Python,Mathematics,History,63.06,8,9,31,Outdoor,Listening,Accountant
Commerce,Care,Writing,Exploring,Creativity,Creativity,Mathematics,Physics,88.92,6,7,36,Outdoor,Hands-On,Accountant
Commerce,Care,Helping,Writing,Creativity,Python,Biology,History,73.66,8,8,26,Team,Listening,Accountant
Commerce,Care,Reading,Helping,Empathy,Empathy,Chemistry,Business Studies,88.04,3,9,40,Team,Listening,Accountant
Commerce,Care,Public Speaking,Writing,Creativity,Problem Solving,Physics,Psychology,64.09,6,4,33,Solo,Listening,Accountant
Commerce,Care,Exploring,Drawing,Teamwork,Python,Political Science,Physics,71.92,8,9,41,Structured,Listening,Accountant
Commerce,Care,Drawing,Drawing,Communication,Creativity,Business Studies,Psychology,69.38,6,3,30,Outdoor,Listening,Accountant
Commerce,Care,Designing,Public Speaking,Leadership,Problem Solving,Economics,Computer Science,84.65,10,4,32,Structured,Reading,Accountant
Commerce,Care,Drawing,Designing,Leadership,Observation,Political Science,Mathematics,74.74,7,5,37,Team,Reading,Accountant
Commerce,Care,Helping,Writing,Communication,Communication,Political Science,Political Science,70.26,6,8,35,Outdoor,Visual,Accountant
Commerce,Care,Writing,Exploring,Problem Solving,Leadership,Business Studies,Physics,70.64,6,6,33,Solo,Visual,Accountant
Commerce,Care,Designing,Drawing,Python,Python,Mathematics,Computer Science,72.41,10,8,33,Team,Hands-On,Accountant
Commerce,Care,Helping,Drawing,Python,Leadership,Mathematics,Political Science,81.97,6,9,36,Solo,Hands-On,Accountant
Commerce,Care,Exploring,Reading,Empathy,Problem Solving,Mathematics,Political Science,73.93,7,3,29,Outdoor,Visual,Accountant
Commerce,Care,Designing,Designing,Problem Solving,Observation,Political Science,Physics,63.06,7,10,46,Solo,Hands-On,Accountant
Commerce,Care,Public Speaking,Exploring,Empathy,Observation,Psychology,Political Science,81.38,8,3,32,Team,Reading,Accountant
Commerce,Care,Helping,Exploring,Communication,Creativity,Biology,Biology,67.12,5,6,32,Solo,Listening,Accountant
Commerce,Care,Programming,Designing,Leadership,Leadership,Biology,Biology,55.21,8,4,36,Outdoor,Visual,Accountant
Commerce,Care,Writing,Exploring,Communication,Python,Biology,Economics,95.74,5,1,33,Solo,Hands-On,Accountant
Commerce,Care,Exploring,Writing,Creativity,Observation,Political Science,Mathematics,86.01,10,4,37,Team,Visual,Accountant
Commerce,Care,Drawing,Designing,Problem Solving,Creativity,Economics,Mathematics,70.35,6,10,27,Team,Hands-On,Accountant
Commerce,Care,Writing,Writing,Leadership,Empathy,Psychology,Political Science,77.54,7,9,35,Structured,Visual,Accountant
Commerce,Care,Reading,Writing,Teamwork,Empathy,Psychology,Psychology,78.08,6,7,33,Team,Visual,Accountant
Commerce,Care,Writing,Designing,Creativity,Problem Solving,Computer Science,Political Science,81.22,6,7,34,Outdoor,Visual,Accountant
Commerce,Care,Writing,Exploring,Teamwork,Python,Computer Science,Mathematics,86.26,6,3,41,Outdoor,Visual,Accountant
Commerce,Care,Reading,Drawing,Python,Creativity,Mathematics,Mathematics,65.94,5,5,41,Structured,Visual,Accountant
Commerce,Care,Public Speaking,Designing,Creativity,Communication,Physics,History,53.64,10,9,36,Outdoor,Visual,Accountant
Commerce,Care,Reading,Reading,Python,Communication,Computer Science,Political Science,74.45,7,8,38,Solo,Reading,Accountant
Commerce,Care,Helping,Designing,Problem Solving,Teamwork,Business Studies,Business Studies,80.56,7,6,34,Outdoor,Visual,Accountant
Commerce,Care,Designing,Reading,Python,Creativity,Psychology,Physics,73.05,9,8,20,Solo,Hands-On,Accountant
Commerce,Care,Reading,Helping,Leadership,Creativity,Computer Science,History,81.56,7,6,33,Structured,Listening,Accountant
Commerce,Care,Programming,Exploring,Communication,Empathy,Biology,Business Studies,86.24,8,5,37,Outdoor,Reading,Accountant
Commerce,Media,Helping,Writing,Python,Communication,Chemistry,Physics,65.28,4,5,39,Solo,Listening,Marketing Specialist
Commerce,Media,Reading,Helping,Empathy,Observation,Mathematics,Business Studies,84.53,8,8,37,Team,Reading,Marketing Specialist
Commerce,Media,Drawing,Public Speaking,Leadership,Empathy,Chemistry,Biology,68.59,7,8,38,Solo,Listening,Marketing Specialist
Commerce,Media,Reading,Helping,Creativity,Leadership,Chemistry,Mathematics,86.89,8,7,40,Structured,Hands-On,Marketing Specialist
Commerce,Media,Writing,Drawing,Empathy,Creativity,Computer Science,Psychology,74.73,5,6,31,Solo,Reading,Marketing Specialist
Commerce,Media,Writing,Exploring,Teamwork,Observation,Psychology,Computer Science,68.25,6,5,33,Team,Hands-On,Marketing Specialist
Commerce,Media,Writing,Designing,Communication,Python,Economics,Mathematics,56.06,7,7,30,Team,Listening,Marketing Specialist
Commerce,Media,Helping,Writing,Communication,Observation,History,History,81.59,8,3,31,Structured,Hands-On,Marketing Specialist
Commerce,Media,Helping,Exploring,Creativity,Communication,Psychology,Chemistry,67.31,5,8,34,Outdoor,Reading,Marketing Specialist
Commerce,Media,Public Speaking,Helping,Creativity,Creativity,Physics,Political Science,72.35,2,8,28,Solo,Listening,Marketing Specialist
Commerce,Media,Public Speaking,Programming,Leadership,Teamwork,Biology,Economics,75.6,7,9,28,Structured,Reading,Marketing Specialist
Commerce,Media,Helping,Drawing,Teamwork,Creativity,Business Studies,Economics,44.8,7,10,41,Solo,Reading,Marketing Specialist
Commerce,Media,Drawing,Drawing,Teamwork,Communication,Biology,Psychology,77.1,6,8,30,Team,Listening,Marketing Specialist
Commerce,Media,Writing,Programming,Empathy,Teamwork,Mathematics,Chemistry,79.76,8,9,48,Outdoor,Hands-On,Marketing Specialist
Commerce,Media,Public Speaking,Programming,Empathy,Observation,Business Studies,History,78.92,5,6,26,Structured,Visual,Marketing Specialist
Commerce,Media,Programming,Writing,Creativity,Leadership,Computer Science,Psychology,68.05,6,5,35,Team,Listening,Marketing Specialist
Commerce,Media,Designing,Writing,Creativity,Leadership,Business Studies,Mathematics,66.78,9,7,34,Structured,Hands-On,Marketing Specialist
Commerce,Media,Writing,Exploring,Teamwork,Python,Political Science,Biology,71.72,7,8,30,Structured,Reading,Marketing Specialist
Commerce,Media,Public Speaking,Reading,Leadership,Empathy,Biology,Biology,68.42,6,4,30,Team,Hands-On,Marketing Specialist
Commerce,Media,Reading,Public Speaking,Problem Solving,Observation,Chemistry,History,70.24,8,7,35,Structured,Listening,Marketing Specialist
Commerce,Media,Public Speaking,Drawing,Problem Solving,Python,Mathematics,Physics,83.51,6,7,34,Team,Reading,Marketing Specialist
Commerce,Media,Drawing,Programming,Communication,Python,Biology,Computer Science,77.65,5,2,34,Team,Listening,Marketing Specialist
Commerce,Media,Programming,Helping,Creativity,Empathy,History,Psychology,89.23,8,8,41,Structured,Listening,Marketing Specialist
Commerce,Media,Drawing,Public Speaking,Problem Solving,Communication,Psychology,Biology,75.89,7,5,33,Outdoor,Reading,Marketing Specialist
Commerce,Media,Writing,Exploring,Creativity,Empathy,Business Studies,Business Studies,81.16,9,6,32,Team,Visual,Marketing Specialist
Commerce,Media,Programming,Public Speaking,Problem Solving,Communication,Psychology,Chemistry,75.01,8,4,23,Team,Listening,Marketing Specialist
Commerce,Media,Programming,Reading,Creativity,Teamwork,Biology,Psychology,69.49,4,5,34,Solo,Listening,Marketing Specialist
Commerce,Media,Designing,Writing,Python,Problem Solving,Mathematics,History,70.47,9,7,36,Structured,Hands-On,Marketing Specialist
Commerce,Media,Reading,Designing,Communication,Leadership,History,Mathematics,81.22,4,9,34,Solo,Hands-On,Marketing Specialist
Commerce,Media,Designing,Helping,Empathy,Python,Physics,Psychology,81.7,4,3,39,Solo,Visual,Marketing Specialist
Commerce,Media,Designing,Public Speaking,Observation,Problem Solving,Economics,Chemistry,78.76,5,5,40,Team,Listening,Marketing Specialist
Commerce,Media,Helping,Helping,Problem Solving,Observation,Psychology,Computer Science,63.11,10,5,38,Structured,Reading,Marketing Specialist
Commerce,Media,Designing,Exploring,Communication,Observation,Political Science,Political Science,71.71,8,5,34,Structured,Hands-On,Marketing Specialist
Commerce,Media,Helping,Writing,Problem Solving,Communication,Chemistry,Mathematics,75.41,4,8,32,Structured,Reading,Marketing Specialist
Commerce,Media,Reading,Public Speaking,Problem Solving,Observation,Political Science,Psychology,72.71,5,1,34,Solo,Reading,Marketing Specialist
Commerce,Media,Designing,Programming,Creativity,Communication,History,Psychology,99.13,8,6,33,Structured,Visual,Marketing Specialist
Commerce,Media,Reading,Helping,Empathy,Observation,Chemistry,Psychology,75.22,8,4,40,Solo,Listening,Marketing Specialist
Commerce,Media,Designing,Helping,Python,Communication,History,History,82.15,8,7,35,Solo,Reading,Marketing Specialist
Commerce,Media,Helping,Public Speaking,Python,Empathy,Psychology,Biology,81.73,8,6,32,Solo,Hands-On,Marketing Specialist
Commerce,Media,Public Speaking,Programming,Communication,Creativity,Computer Science,Business Studies,76.02,10,4,27,Outdoor,Listening,Marketing Specialist
Commerce,Media,Designing,Public Speaking,Python,Creativity,Chemistry,Political Science,76.65,7,7,36,Outdoor,Hands-On,Marketing Specialist
Commerce,Media,Writing,Helping,Empathy,Empathy,History,Business Studies,72.77,9,3,30,Solo,Hands-On,Marketing Specialist
Commerce,Media,Drawing,Designing,Creativity,Creativity,Political Science,Computer Science,73.97,3,6,43,Outdoor,Visual,Marketing Specialist
Commerce,Media,Helping,Helping,Teamwork,Problem Solving,Psychology,History,75.21,7,4,31,Team,Hands-On,Marketing Specialist
Commerce,Media,Exploring,Exploring,Python,Teamwork,Chemistry,Computer Science,71.25,6,9,37,Solo,Listening,Marketing Specialist
Commerce,Media,Public Speaking,Public Speaking,Observation,Problem Solving,Economics,Political Science,63.89,7,7,40,Solo,Hands-On,Marketing Specialist
Commerce,Media,Public Speaking,Helping,Creativity,Problem Solving,Economics,Chemistry,90.81,4,5,28,Team,Listening,Marketing Specialist
Commerce,Media,Writing,Writing,Empathy,Leadership,Biology,Mathematics,72.66,7,8,34,Structured,Reading,Marketing Specialist
Commerce,Media,Public Speaking,Public Speaking,Leadership,Empathy,Mathematics,Mathematics,71.8,7,5,45,Team,Hands-On,Marketing Specialist
Commerce,Media,Drawing,Reading,Creativity,Creativity,History,Psychology,58.92,7,10,35,Solo,Visual,Marketing Specialist
Commerce,Media,Exploring,Writing,Observation,Teamwork,Psychology,Computer Science,73.1,6,6,41,Structured,Reading,Marketing Specialist
Commerce,Media,Helping,Designing,Empathy,Communication,Physics,Political Science,52.88,10,4,33,Structured,Listening,Marketing Specialist
Commerce,Media,Programming,Writing,Problem Solving,Communication,History,Chemistry,70.71,8,3,37,Structured,Hands-On,Marketing Specialist
Commerce,Media,Programming,Programming,Empathy,Problem Solving,Psychology,Chemistry,95.24,4,7,31,Outdoor,Hands-On,Marketing Specialist
Commerce,Media,Helping,Drawing,Leadership,Empathy,Computer Science,History,79.26,7,5,37,Outdoor,Hands-On,Marketing Specialist
Commerce,Design,Drawing,Exploring,Problem Solving,Empathy,Business Studies,Economics,93.04,6,8,28,Outdoor,Listening,Chef
Commerce,Design,Helping,Exploring,Communication,Communication,Psychology,Mathematics,65.44,7,9,36,Solo,Hands-On,Chef
Commerce,Design,Public Speaking,Designing,Problem Solving,Empathy,Biology,Biology,71.87,6,4,38,Structured,Visual,Chef
Commerce,Design,Drawing,Designing,Teamwork,Communication,Political Science,Political Science,83.82,6,6,36,Outdoor,Listening,Chef
Commerce,Design,Helping,Helping,Python,Problem Solving,Chemistry,Biology,70.63,6,10,33,Solo,Reading,Chef
Commerce,Design,Helping,Exploring,Creativity,Teamwork,Economics,Computer Science,71.42,5,8,34,Outdoor,Hands-On,Chef
Commerce,Design,Helping,Writing,Python,Problem Solving,Chemistry,Economics,68.51,9,9,31,Team,Reading,Chef
Commerce,Design,Helping,Writing,Observation,Teamwork,History,Chemistry,56.33,9,5,38,Structured,Hands-On,Chef
Commerce,Design,Exploring,Drawing,Communication,Observation,Business Studies,Psychology,55.3,8,4,38,Structured,Visual,Chef
Commerce,Design,Reading,Drawing,Observation,Empathy,Economics,Economics,75.14,5,6,38,Outdoor,Hands-On,Chef
Commerce,Design,Designing,Helping,Teamwork,Observation,Psychology,Political Science,76.06,8,10,27,Structured,Listening,Chef
Commerce,Design,Drawing,Drawing,Python,Communication,Mathematics,Computer Science,91.17,7,5,28,Solo,Reading,Chef
Commerce,Design,Drawing,Designing,Creativity,Creativity,Chemistry,History,73.11,8,6,42,Solo,Visual,Chef
Commerce,Design,Designing,Reading,Creativity,Leadership,Psychology,Biology,60.49,6,4,36,Solo,Listening,Chef
Commerce,Design,Helping,Public Speaking,Empathy,Leadership,History,Biology,83.87,6,1,35,Team,Reading,Chef
Commerce,Design,Programming,Programming,Observation,Observation,History,History,79.37,7,9,29,Outdoor,Listening,Chef
Commerce,Design,Drawing,Drawing,Teamwork,Problem Solving,Political Science,Political Science,81.8,9,3,36,Outdoor,Hands-On,Chef
Commerce,Design,Exploring,Public Speaking,Creativity,Teamwork,Computer Science,Economics,69.96,6,7,32,Structured,Hands-On,Chef
Commerce,Design,Drawing,Helping,Python,Python,Political Science,Biology,68.24,7,4,29,Outdoor,Hands-On,Chef
Commerce,Design,Exploring,Programming,Teamwork,Teamwork,Computer Science,Physics,81.79,4,8,37,Structured,Hands-On,Chef
Commerce,Design,Public Speaking,Programming,Observation,Empathy,Business Studies,Political Science,57.74,5,9,30,Structured,Listening,Chef
Commerce,Design,Public Speaking,Drawing,Problem Solving,Problem Solving,Mathematics,Computer Science,70.36,7,8,33,Solo,Listening,Chef
Commerce,Design,Public Speaking,Helping,Leadership,Leadership,Business Studies,Mathematics,69.02,9,10,39,Solo,Reading,Chef
Commerce,Design,Drawing,Helping,Creativity,Teamwork,Psychology,History,75.85,5,5,37,Outdoor,Listening,Chef
Commerce,Design,Public Speaking,Writing,Python,Communication,Physics,Political Science,79.18,9,8,27,Solo,Reading,Chef
Commerce,Design,Reading,Helping,Leadership,Communication,History,Physics,85.52,5,6,36,Team,Visual,Chef
Commerce,Design,Drawing,Programming,Teamwork,Empathy,Economics,Business Studies,94.96,10,8,34,Outdoor,Listening,Chef
Commerce,Design,Writing,Exploring,Python,Observation,Chemistry,Biology,80.35,8,6,43,Solo,Hands-On,Chef
Commerce,Design,Designing,Reading,Teamwork,Communication,Mathematics,Computer Science,77.3,7,8,37,Structured,Visual,Chef
Commerce,Design,Reading,Public Speaking,Problem Solving,Teamwork,Mathematics,Physics,83.39,5,5,29,Team,Listening,Chef
Commerce,Design,Reading,Public Speaking,Teamwork,Problem Solving,Computer Science,Economics,79.4,8,7,43,Team,Visual,Chef
Commerce,Design,Reading,Helping,Teamwork,Leadership,Mathematics,Economics,74.94,8,4,33,Solo,Reading,Chef
Commerce,Design,Reading,Public Speaking,Problem Solving,Observation,Physics,Biology,81.96,8,6,34,Outdoor,Visual,Chef
Commerce,Design,Designing,Public Speaking,Python,Python,Psychology,History,59.82,6,8,37,Team,Hands-On,Chef
Commerce,Design,Reading,Public Speaking,Communication,Teamwork,Chemistry,Psychology,80.01,7,7,31,Outdoor,Visual,Chef
Commerce,Design,Programming,Writing,Communication,Creativity,Biology,History,81.99,7,7,32,Team,Hands-On,Chef
Commerce,Design,Writing,Exploring,Empathy,Python,Business Studies,Economics,53.47,9,6,30,Team,Hands-On,Chef
Commerce,Design,Programming,Exploring,Teamwork,Leadership,Political Science,History,81.93,6,9,38,Team,Reading,Chef
Commerce,Design,Writing,Writing,Teamwork,Leadership,Psychology,Political Science,81.84,4,9,36,Team,Visual,Chef
Commerce,Design,Drawing,Exploring,Leadership,Leadership,Political Science,Economics,71.31,7,3,37,Structured,Visual,Chef
Commerce,Design,Designing,Drawing,Python,Observation,Psychology,Mathematics,64.71,4,3,40,Outdoor,Visual,Chef
Commerce,Design,Designing,Public Speaking,Teamwork,Communication,Psychology,Computer Science,68.71,10,5,26,Outdoor,Listening,Chef
Commerce,Design,Writing,Reading,Creativity,Creativity,Physics,Biology,63.83,9,6,32,Team,Visual,Chef
Commerce,Design,Public Speaking,Reading,Teamwork,Empathy,Chemistry,Physics,76.6,8,9,42,Structured,Listening,Chef
Commerce,Design,Helping,Programming,Observation,Empathy,Psychology,Chemistry,71.4,4,6,36,Solo,Reading,Chef
Commerce,Design,Exploring,Reading,Teamwork,Python,Economics,Political Science,65.36,5,7,34,Structured,Hands-On,Chef
Commerce,Design,Programming,Helping,Python,Creativity,Computer Science,Chemistry,75.33,5,6,30,Team,Visual,Chef
Commerce,Design,Reading,Public Speaking,Problem Solving,Empathy,Mathematics,Political Science,83.9,9,3,30,Team,Reading,Chef
Commerce,Design,Designing,Reading,Observation,Teamwork,Business Studies,Chemistry,60.03,5,6,27,Team,Reading,Chef
Commerce,Design,Designing,Writing,Communication,Teamwork,Economics,Economics,65.78,4,7,35,Outdoor,Hands-On,Chef
Commerce,Design,Designing,Designing,Observation,Empathy,Psychology,Political Science,67.78,7,5,33,Team,Listening,Chef
Commerce,Design,Helping,Writing,Teamwork,Teamwork,Business Studies,Physics,91.73,9,4,39,Solo,Hands-On,Chef
Commerce,Design,Programming,Drawing,Leadership,Python,Computer Science,Mathematics,83.11,4,8,42,Team,Hands-On,Chef
Commerce,Design,Programming,Helping,Communication,Creativity,Physics,History,63.77,5,9,36,Outdoor,Reading,Chef
Commerce,Design,Drawing,Helping,Observation,Empathy,Mathematics,Computer Science,80.51,7,7,28,Outdoor,Visual,Chef
Commerce,Code,Designing,Public Speaking,Creativity,Observation,History,Biology,85.47,9,6,34,Structured,Visual,Financial Analyst
Commerce,Code,Helping,Programming,Problem Solving,Creativity,Physics,Economics,59.69,8,8,34,Outdoor,Listening,Financial Analyst
Commerce,Code,Designing,Reading,Empathy,Python,Business Studies,Physics,86.24,6,8,29,Outdoor,Visual,Financial Analyst
Commerce,Code,Writing,Drawing,Observation,Empathy,Biology,Physics,74.76,6,7,33,Structured,Listening,Financial Analyst
Commerce,Code,Reading,Public Speaking,Problem Solving,Leadership,Business Studies,Biology,73.69,8,6,26,Team,Hands-On,Financial Analyst
Commerce,Code,Reading,Exploring,Python,Problem Solving,Computer Science,Chemistry,92.5,9,4,38,Structured,Listening,Financial Analyst
Commerce,Code,Drawing,Drawing,Teamwork,Empathy,History,Business Studies,69.97,7,7,33,Team,Reading,Financial Analyst
Commerce,Code,Public Speaking,Reading,Leadership,Problem Solving,Economics,Psychology,67.16,5,5,30,Solo,Visual,Financial Analyst
Commerce,Code,Designing,Designing,Observation,Observation,Mathematics,Economics,74.33,5,8,42,Outdoor,Visual,Financial Analyst
Commerce,Code,Helping,Drawing,Observation,Teamwork,Psychology,Biology,69.2,7,7,37,Structured,Visual,Financial Analyst
Commerce,Code,Public Speaking,Public Speaking,Observation,Communication,Chemistry,Chemistry,75.76,8,7,28,Solo,Reading,Financial Analyst
Commerce,Code,Drawing,Helping,Python,Observation,Chemistry,Computer Science,83.69,8,5,35,Structured,Listening,Financial Analyst
Commerce,Code,Programming,Writing,Empathy,Empathy,Mathematics,Political Science,81.83,6,9,46,Outdoor,Listening,Financial Analyst
Commerce,Code,Drawing,Programming,Problem Solving,Python,Computer Science,Biology,67.14,4,7,38,Solo,Hands-On,Financial Analyst
Commerce,Code,Public Speaking,Helping,Python,Teamwork,Physics,Chemistry,72.69,9,4,38,Structured,Hands-On,Financial Analyst
Commerce,Code,Writing,Reading,Python,Leadership,Business Studies,Mathematics,68.94,10,10,31,Structured,Visual,Financial Analyst
Commerce,Code,Writing,Exploring,Creativity,Communication,Mathematics,Political Science,69.5,8,6,34,Structured,Visual,Financial Analyst
Commerce,Code,Programming,Public Speaking,Leadership,Observation,History,Business Studies,75.25,3,6,31,Team,Visual,Financial Analyst
Commerce,Code,Writing,Writing,Observation,Leadership,Mathematics,Political Science,70.07,9,4,39,Outdoor,Visual,Financial Analyst
Commerce,Code,Helping,Designing,Python,Leadership,Mathematics,Biology,72.21,6,8,36,Outdoor,Listening,Financial Analyst
Commerce,Code,Drawing,Reading,Problem Solving,Empathy,Business Studies,Mathematics,80.71,8,6,31,Team,Listening,Financial Analyst
Commerce,Code,Helping,Writing,Teamwork,Communication,Mathematics,Biology,64.15,5,10,41,Team,Reading,Financial Analyst
Commerce,Code,Helping,Drawing,Problem Solving,Communication,Psychology,Biology,61.49,4,7,37,Outdoor,Visual,Financial Analyst
Commerce,Code,Reading,Drawing,Observation,Communication,Physics,Economics,80.49,6,6,36,Structured,Listening,Financial Analyst
Commerce,Code,Helping,Exploring,Leadership,Communication,Mathematics,Chemistry,75.86,2,6,30,Team,Reading,Financial Analyst
Commerce,Code,Programming,Helping,Empathy,Empathy,Mathematics,Physics,76.75,10,7,33,Outdoor,Visual,Financial Analyst
Commerce,Code,Exploring,Drawing,Teamwork,Observation,Biology,Business Studies,84.22,7,7,38,Structured,Listening,Financial Analyst
Commerce,Code,Drawing,Drawing,Empathy,Empathy,Physics,Business Studies,95.57,4,7,30,Solo,Hands-On,Financial Analyst
Commerce,Code,Designing,Public Speaking,Empathy,Empathy,Chemistry,Biology,80.56,5,6,33,Structured,Listening,Financial Analyst
Commerce,Code,Writing,Exploring,Empathy,Problem Solving,Business Studies,Physics,84.76,8,4,35,Structured,Hands-On,Financial Analyst
Commerce,Code,Designing,Programming,Creativity,Teamwork,History,Physics,67.9,4,6,33,Team,Listening,Financial Analyst
Commerce,Code,Programming,Designing,Python,Empathy,Computer Science,History,99.27,7,4,32,Structured,Hands-On,Financial Analyst
Commerce,Code,Helping,Exploring,Communication,Problem Solving,Computer Science,Psychology,85.21,10,3,25,Solo,Reading,Financial Analyst
Commerce,Code,Exploring,Exploring,Creativity,Creativity,Biology,Psychology,93.71,7,5,37,Team,Listening,Financial Analyst
Commerce,Code,Designing,Writing,Teamwork,Python,Biology,History,48.64,7,7,39,Team,Listening,Financial Analyst
Commerce,Code,Reading,Helping,Observation,Communication,Chemistry,Chemistry,64.86,7,5,36,Solo,Listening,Financial Analyst
Commerce,Code,Writing,Reading,Problem Solving,Communication,Business Studies,Political Science,66.05,6,5,38,Structured,Visual,Financial Analyst
Commerce,Code,Drawing,Writing,Communication,Communication,Biology,Biology,83.58,6,7,27,Solo,Listening,Financial Analyst
Commerce,Code,Helping,Helping,Teamwork,Leadership,Biology,Chemistry,72.0,6,10,29,Team,Reading,Financial Analyst
Commerce,Code,Programming,Helping,Python,Teamwork,History,History,89.64,8,7,43,Solo,Listening,Financial Analyst
Commerce,Code,Public Speaking,Public Speaking,Teamwork,Teamwork,Business Studies,History,78.72,7,6,41,Solo,Visual,Financial Analyst
Commerce,Code,Public Speaking,Helping,Empathy,Python,Biology,Biology,85.96,5,4,33,Solo,Hands-On,Financial Analyst
Commerce,Code,Programming,Drawing,Python,Leadership,Economics,Chemistry,67.0,6,9,32,Solo,Visual,Financial Analyst
Commerce,Code,Designing,Drawing,Communication,Leadership,Psychology,Psychology,74.57,7,8,23,Team,Listening,Financial Analyst
Commerce,Code,Writing,Programming,Creativity,Leadership,Economics,Economics,68.93,7,9,32,Structured,Visual,Financial Analyst
Commerce,Code,Designing,Reading,Leadership,Teamwork,Biology,Chemistry,56.23,8,5,29,Outdoor,Hands-On,Financial Analyst
Commerce,Code,Designing,Public Speaking,Empathy,Python,Chemistry,Psychology,68.76,6,5,23,Solo,Listening,Financial Analyst
Commerce,Code,Helping,Designing,Observation,Leadership,Political Science,Psychology,83.97,9,8,29,Outdoor,Reading,Financial Analyst
Commerce,Code,Exploring,Exploring,Teamwork,Communication,Psychology,Mathematics,72.99,6,8,38,Outdoor,Reading,Financial Analyst
Commerce,Code,Programming,Reading,Python,Teamwork,Chemistry,Mathematics,67.66,7,7,42,Structured,Listening,Financial Analyst
Commerce,Code,Programming,Writing,Observation,Empathy,Physics,Mathematics,82.05,8,7,42,Outdoor,Hands-On,Financial Analyst
Commerce,Code,Reading,Helping,Leadership,Observation,Physics,Chemistry,79.1,5,9,38,Outdoor,Hands-On,Financial Analyst
Commerce,Code,Designing,Programming,Communication,Empathy,Economics,Economics,70.57,6,7,37,Structured,Listening,Financial Analyst
Commerce,Code,Programming,Drawing,Teamwork,Communication,History,Political Science,76.97,7,10,40,Outdoor,Listening,Financial Analyst
Commerce,Code,Designing,Programming,Leadership,Observation,Political Science,Political Science,76.91,8,4,36,Solo,Reading,Financial Analyst
Arts,Debate,Writing,Writing,Creativity,Communication,Computer Science,Physics,93.09,6,5,31,Outdoor,Listening,Lawyer
Arts,Debate,Drawing,Designing,Communication,Creativity,Computer Science,Economics,64.1,5,6,27,Solo,Hands-On,Lawyer
Arts,Debate,Designing,Reading,Teamwork,Empathy,Economics,History,75.16,8,5,42,Outdoor,Reading,Lawyer
Arts,Debate,Helping,Drawing,Creativity,Observation,Physics,Mathematics,80.11,9,5,39,Solo,Listening,Lawyer
Arts,Debate,Programming,Exploring,Communication,Empathy,Economics,History,64.08,8,7,37,Outdoor,Hands-On,Lawyer
Arts,Debate,Drawing,Reading,Communication,Empathy,Physics,History,63.24,5,8,30,Structured,Visual,Lawyer
Arts,Debate,Programming,Helping,Python,Creativity,Economics,History,79.63,4,8,28,Solo,Visual,Lawyer
Arts,Debate,Helping,Programming,Leadership,Empathy,Economics,Mathematics,80.52,8,5,37,Team,Hands-On,Lawyer
Arts,Debate,Helping,Writing,Teamwork,Creativity,Computer Science,Biology,77.6,5,4,25,Team,Hands-On,Lawyer
Arts,Debate,Reading,Programming,Creativity,Empathy,Political Science,Economics,78.5,3,7,33,Outdoor,Hands-On,Lawyer
Arts,Debate,Drawing,Helping,Empathy,Communication,Chemistry,Computer Science,81.79,6,6,38,Outdoor,Listening,Lawyer
Arts,Debate,Programming,Drawing,Python,Teamwork,Physics,Chemistry,78.35,7,7,27,Structured,Visual,Lawyer
Arts,Debate,Reading,Designing,Problem Solving,Communication,Psychology,Psychology,82.57,8,4,33,Structured,Hands-On,Lawyer
Arts,Debate,Helping,Writing,Empathy,Creativity,History,Psychology,74.61,6,7,42,Team,Visual,Lawyer
Arts,Debate,Exploring,Reading,Teamwork,Leadership,History,History,85.82,4,8,41,Team,Reading,Lawyer
Arts,Debate,Drawing,Helping,Observation,Problem Solving,Biology,Economics,78.87,9,10,40,Outdoor,Listening,Lawyer
Arts,Debate,Exploring,Programming,Creativity,Teamwork,Chemistry,Economics,77.49,9,7,35,Structured,Listening,Lawyer
Arts,Debate,Drawing,Helping,Observation,Communication,Political Science,Chemistry,71.49,10,5,42,Structured,Visual,Lawyer
Arts,Debate,Writing,Reading,Leadership,Teamwork,Business Studies,Psychology,80.0,4,7,24,Structured,Reading,Lawyer
Arts,Debate,Public Speaking,Drawing,Teamwork,Problem Solving,Chemistry,Economics,81.26,8,5,35,Team,Listening,Lawyer
Arts,Debate,Designing,Writing,Empathy,Communication,Chemistry,Psychology,94.54,5,4,42,Structured,Visual,Lawyer
